,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,프랜차이즈_점포_수,연간_개업_수_합,연간_폐업_수_합,2024_연평균_유동인구,영역_면적,점포_증감률,경쟁도_지수,업종_면적_밀도,점포당_유동인구,전망_등급
3683,11680656,도곡2동,CS100007,치킨전문점,0,4,4,1,3,3895753.0,990763,-inf,0.0,0.0,inf,주의
3684,11680656,도곡2동,CS100008,분식전문점,22,26,4,6,1,3895753.0,990763,0.22727272727272727,1.0,22.205108588027613,177079.68181818182,보통
3685,11680656,도곡2동,CS100009,호프-간이주점,19,24,5,1,3,3895753.0,990763,-0.10526315789473684,0.9999999999999999,19.177139235114755,205039.63157894736,주의
3686,11680656,도곡2동,CS100010,커피-음료,48,65,17,8,7,3895753.0,990763,0.020833333333333332,1.0,48.4475096466057,81161.52083333333,보통
3687,11680660,개포1동,CS100001,한식음식점,6,6,0,1,0,2115633.25,1449952,0.16666666666666666,1.0,4.138068018803382,352605.5416666667,보통
3688,11680660,개포1동,CS100002,중식음식점,1,1,0,0,0,2115633.25,1449952,0.0,1.0,0.6896780031338969,2115633.25,전망 좋음
3689,11680660,개포1동,CS100006,패스트푸드점,0,0,0,0,1,2115633.25,1449952,-inf,0.0,0.0,inf,주의
3690,11680660,개포1동,CS100008,분식전문점,1,1,0,0,0,2115633.25,1449952,0.0,1.0,0.6896780031338969,2115633.25,전망 좋음
3691,11680660,개포1동,CS100010,커피-음료,3,3,0,0,0,2115633.25,1449952,0.0,1.0,2.069034009401691,705211.0833333334,전망 좋음
3692,11680670,개포2동,CS100001,한식음식점,49,55,6,5,6,2141993.5,2243338,-0.02040816326530612,0.9999999999999999,21.842450847799128,43714.15306122449,주의
3693,11680670,개포2동,CS100002,중식음식점,2,3,1,1,1,2141993.5,2243338,0.0,1.0,0.8915286060326174,1070996.75,전망 좋음
3694,11680670,개포2동,CS100003,일식음식점,7,8,1,1,0,2141993.5,2243338,0.14285714285714285,1.0,3.120350121114161,305999.0714285714,보통
3695,11680670,개포2동,CS100004,양식음식점,7,8,1,3,0,2141993.5,2243338,0.42857142857142855,1.0,3.120350121114161,305999.0714285714,보통
3696,11680670,개포2동,CS100005,제과점,6,13,7,4,2,2141993.5,2243338,0.3333333333333333,1.0000000000000002,2.674585818097852,356998.9166666667,보통
3697,11680670,개포2동,CS100006,패스트푸드점,5,13,8,6,0,2141993.5,2243338,1.2,1.0,2.2288215150815436,428398.7,보통
3698,11680670,개포2동,CS100007,치킨전문점,2,10,8,2,3,2141993.5,2243338,-0.5,1.0,0.8915286060326174,1070996.75,주의
3699,11680670,개포2동,CS100008,분식전문점,15,21,6,7,5,2141993.5,2243338,0.13333333333333333,1.0,6.686464545244631,142799.56666666668,보통
3700,11680670,개포2동,CS100009,호프-간이주점,8,9,1,0,0,2141993.5,2243338,0.0,1.0,3.5661144241304696,267749.1875,보통
3701,11680670,개포2동,CS100010,커피-음료,16,25,9,8,7,2141993.5,2243338,0.0625,1.0,7.132228848260939,133874.59375,보통
3702,11680690,개포4동,CS100001,한식음식점,82,92,10,14,13,3442985.5,1665461,0.012195121951219513,1.0,49.23561704537062,41987.62804878049,보통
3703,11680690,개포4동,CS100002,중식음식점,5,5,0,0,0,3442985.5,1665461,0.0,1.0,3.002171771059184,688597.1,전망 좋음
3704,11680690,개포4동,CS100003,일식음식점,9,10,1,4,0,3442985.5,1665461,0.4444444444444444,1.0,5.403909187906532,382553.94444444444,보통
3705,11680690,개포4동,CS100004,양식음식점,11,12,1,2,3,3442985.5,1665461,-0.09090909090909091,0.9999999999999999,6.604777896330205,312998.6818181818,주의
3706,11680690,개포4동,CS100005,제과점,14,17,3,4,2,3442985.5,1665461,0.14285714285714285,0.9999999999999999,8.406080958965715,245927.5357142857,보통
3707,11680690,개포4동,CS100006,패스트푸드점,8,20,12,1,2,3442985.5,1665461,-0.125,1.0,4.803474833694694,430373.1875,주의
3708,11680690,개포4동,CS100007,치킨전문점,2,11,9,1,2,3442985.5,1665461,-0.5,1.0,1.2008687084236735,1721492.75,주의
3709,11680690,개포4동,CS100008,분식전문점,10,12,2,2,2,3442985.5,1665461,0.0,1.0,6.004343542118368,344298.55,보통
3710,11680690,개포4동,CS100009,호프-간이주점,14,18,4,2,4,3442985.5,1665461,-0.14285714285714285,0.9999999999999999,8.406080958965715,245927.5357142857,주의
3711,11680690,개포4동,CS100010,커피-음료,39,50,11,11,11,3442985.5,1665461,0.0,1.0,23.416939814261635,88281.67948717948,보통
3712,11680700,세곡동,CS100001,한식음식점,63,76,13,15,12,3523982.25,6367772,0.047619047619047616,1.0,9.893570309992255,55936.22619047619,보통
3713,11680700,세곡동,CS100002,중식음식점,6,7,1,3,0,3523982.25,6367772,0.5,1.0,0.9422447914278337,587330.375,전망 좋음
3714,11680700,세곡동,CS100003,일식음식점,6,11,5,5,2,3523982.25,6367772,0.5,1.0,0.9422447914278337,587330.375,전망 좋음
3715,11680700,세곡동,CS100004,양식음식점,10,13,3,4,7,3523982.25,6367772,-0.3,1.0,1.5704079857130562,352398.225,주의
3716,11680700,세곡동,CS100005,제과점,7,13,6,4,4,3523982.25,6367772,0.0,1.0,1.0992855899991394,503426.03571428574,보통
3717,11680700,세곡동,CS100006,패스트푸드점,6,18,12,3,2,3523982.25,6367772,0.16666666666666666,1.0,0.9422447914278337,587330.375,전망 좋음
3718,11680700,세곡동,CS100007,치킨전문점,5,22,17,6,8,3523982.25,6367772,-0.4,1.0,0.7852039928565281,704796.45,주의
3719,11680700,세곡동,CS100008,분식전문점,12,19,7,5,5,3523982.25,6367772,0.0,1.0,1.8844895828556674,293665.1875,보통
3720,11680700,세곡동,CS100009,호프-간이주점,9,14,5,1,1,3523982.25,6367772,0.0,1.0,1.4133671871417506,391553.5833333333,보통
3721,11680700,세곡동,CS100010,커피-음료,35,55,20,7,9,3523982.25,6367772,-0.05714285714285714,1.0,5.496427949995697,100685.20714285714,주의
3722,11680720,일원본동,CS100001,한식음식점,13,14,1,2,1,2451889.0,2354625,0.07692307692307693,1.0,5.521048999309869,188606.84615384616,보통
3723,11680720,일원본동,CS100002,중식음식점,1,1,0,1,0,2451889.0,2354625,1.0,1.0,0.42469607686998995,2451889.0,전망 좋음
3724,11680720,일원본동,CS100004,양식음식점,2,2,0,0,0,2451889.0,2354625,0.0,1.0,0.8493921537399799,1225944.5,전망 좋음
3725,11680720,일원본동,CS100005,제과점,3,6,3,1,1,2451889.0,2354625,0.0,1.0,1.2740882306099697,817296.3333333334,전망 좋음
3726,11680720,일원본동,CS100006,패스트푸드점,1,3,2,0,0,2451889.0,2354625,0.0,1.0,0.42469607686998995,2451889.0,전망 좋음
3727,11680720,일원본동,CS100007,치킨전문점,0,4,4,0,0,2451889.0,2354625,0.0,0.0,0.0,inf,전망 좋음
3728,11680720,일원본동,CS100008,분식전문점,5,7,2,0,0,2451889.0,2354625,0.0,1.0,2.1234803843499495,490377.8,보통
3729,11680720,일원본동,CS100009,호프-간이주점,4,4,0,0,0,2451889.0,2354625,0.0,1.0,1.6987843074799598,612972.25,전망 좋음
3730,11680720,일원본동,CS100010,커피-음료,11,12,1,3,5,2451889.0,2354625,-0.18181818181818182,0.9999999999999999,4.671656845569889,222899.0,주의
3731,11680730,일원1동,CS100001,한식음식점,67,80,13,12,13,2579939.5,953471,-0.014925373134328358,0.9999999999999999,70.26957296026833,38506.55970149254,주의
3732,11680730,일원1동,CS100002,중식음식점,3,4,1,1,2,2579939.5,953471,-0.3333333333333333,1.0,3.146398789265746,859979.8333333334,주의
3733,11680730,일원1동,CS100003,일식음식점,6,9,3,2,1,2579939.5,953471,0.16666666666666666,1.0,6.292797578531492,429989.9166666667,보통
3734,11680730,일원1동,CS100004,양식음식점,6,6,0,2,3,2579939.5,953471,-0.16666666666666666,1.0,6.292797578531492,429989.9166666667,주의
3735,11680730,일원1동,CS100005,제과점,7,9,2,0,0,2579939.5,953471,0.0,0.9999999999999999,7.3415971749534075,368562.78571428574,보통
3736,11680730,일원1동,CS100006,패스트푸드점,1,8,7,1,2,2579939.5,953471,-1.0,1.0,1.0487995964219154,2579939.5,주의
3737,11680730,일원1동,CS100007,치킨전문점,3,11,8,1,3,2579939.5,953471,-0.6666666666666666,0.9999999999999999,3.146398789265746,859979.8333333334,주의
3738,11680730,일원1동,CS100008,분식전문점,14,16,2,1,0,2579939.5,953471,0.07142857142857142,1.0,14.683194349906815,184281.39285714287,보통
3739,11680730,일원1동,CS100009,호프-간이주점,13,21,8,0,2,2579939.5,953471,-0.15384615384615385,1.0,13.6343947534849,198456.88461538462,주의
3740,11680730,일원1동,CS100010,커피-음료,26,31,5,8,5,2579939.5,953471,0.11538461538461539,1.0,27.2687895069698,99228.44230769231,보통
3741,11680740,일원2동,CS100001,한식음식점,28,29,1,2,2,1322777.75,1300290,0.0,1.0000000000000002,21.5336578763199,47242.0625,보통
3742,11680740,일원2동,CS100002,중식음식점,3,3,0,0,0,1322777.75,1300290,0.0,1.0,2.3071776296057034,440925.9166666667,보통
3743,11680740,일원2동,CS100003,일식음식점,4,5,1,0,0,1322777.75,1300290,0.0,1.0,3.076236839474271,330694.4375,보통
3744,11680740,일원2동,CS100004,양식음식점,2,2,0,0,0,1322777.75,1300290,0.0,1.0,1.5381184197371356,661388.875,전망 좋음
3745,11680740,일원2동,CS100005,제과점,1,3,2,1,1,1322777.75,1300290,0.0,1.0,0.7690592098685678,1322777.75,전망 좋음
3746,11680740,일원2동,CS100006,패스트푸드점,0,2,2,0,0,1322777.75,1300290,0.0,0.0,0.0,inf,전망 좋음
3747,11680740,일원2동,CS100007,치킨전문점,0,2,2,0,0,1322777.75,1300290,0.0,0.0,0.0,inf,전망 좋음
3748,11680740,일원2동,CS100008,분식전문점,6,8,2,0,0,1322777.75,1300290,0.0,1.0,4.614355259211407,220462.95833333334,보통
3749,11680740,일원2동,CS100009,호프-간이주점,1,2,1,0,0,1322777.75,1300290,0.0,1.0,0.7690592098685678,1322777.75,전망 좋음
3750,11680740,일원2동,CS100010,커피-음료,11,16,5,2,1,1322777.75,1300290,0.09090909090909091,1.0,8.459651308554246,120252.52272727272,보통
3751,11680750,수서동,CS100001,한식음식점,66,92,26,10,13,2204167.5,1629403,-0.045454545454545456,1.0,40.505633044740925,33396.47727272727,주의
3752,11680750,수서동,CS100002,중식음식점,7,8,1,1,1,2204167.5,1629403,0.0,1.0,4.296051989593735,314881.0714285714,보통
3753,11680750,수서동,CS100003,일식음식점,12,14,2,1,0,2204167.5,1629403,0.08333333333333333,1.0,7.3646605535892595,183680.625,보통
3754,11680750,수서동,CS100004,양식음식점,2,6,4,1,1,2204167.5,1629403,0.0,1.0,1.2274434255982098,1102083.75,전망 좋음
3755,11680750,수서동,CS100005,제과점,8,13,5,2,1,2204167.5,1629403,0.125,1.0,4.909773702392839,275520.9375,보통
3756,11680750,수서동,CS100006,패스트푸드점,6,13,7,0,1,2204167.5,1629403,-0.16666666666666666,1.0000000000000002,3.6823302767946298,367361.25,주의
3757,11680750,수서동,CS100007,치킨전문점,2,8,6,2,4,2204167.5,1629403,-1.0,1.0,1.2274434255982098,1102083.75,주의
3758,11680750,수서동,CS100008,분식전문점,8,12,4,2,3,2204167.5,1629403,-0.125,1.0,4.909773702392839,275520.9375,주의
3759,11680750,수서동,CS100009,호프-간이주점,7,12,5,2,0,2204167.5,1629403,0.2857142857142857,1.0000000000000002,4.296051989593735,314881.0714285714,보통
3760,11680750,수서동,CS100010,커피-음료,20,37,17,3,8,2204167.5,1629403,-0.25,1.0,12.274434255982099,110208.375,주의
3761,11710510,풍납1동,CS100001,한식음식점,43,49,6,3,2,4692214.25,1075294,0.023255813953488372,1.0,39.989063456133856,109121.26162790698,보통
3762,11710510,풍납1동,CS100002,중식음식점,8,8,0,0,0,4692214.25,1075294,0.0,1.0,7.439825759280718,586526.78125,전망 좋음
3763,11710510,풍납1동,CS100003,일식음식점,1,1,0,0,0,4692214.25,1075294,0.0,1.0,0.9299782199100898,4692214.25,전망 좋음
3764,11710510,풍납1동,CS100004,양식음식점,1,1,0,0,1,4692214.25,1075294,-1.0,1.0,0.9299782199100898,4692214.25,주의
3765,11710510,풍납1동,CS100005,제과점,5,6,1,0,1,4692214.25,1075294,-0.2,1.0,4.649891099550449,938442.85,주의
3766,11710510,풍납1동,CS100006,패스트푸드점,3,7,4,3,0,4692214.25,1075294,1.0,0.9999999999999998,2.789934659730269,1564071.4166666667,전망 좋음
3767,11710510,풍납1동,CS100007,치킨전문점,2,4,2,0,1,4692214.25,1075294,-0.5,1.0,1.8599564398201796,2346107.125,주의
3768,11710510,풍납1동,CS100008,분식전문점,6,8,2,1,2,4692214.25,1075294,-0.16666666666666666,1.0,5.579869319460538,782035.7083333334,주의
3769,11710510,풍납1동,CS100009,호프-간이주점,8,13,5,0,1,4692214.25,1075294,-0.125,1.0,7.439825759280718,586526.78125,주의
3770,11710510,풍납1동,CS100010,커피-음료,12,13,1,1,3,4692214.25,1075294,-0.16666666666666666,1.0,11.159738638921077,391017.8541666667,주의
3771,11710520,풍납2동,CS100001,한식음식점,50,59,9,7,6,5042802.5,2564554,0.02,0.9999999999999999,19.49656743433751,100856.05,보통
3772,11710520,풍납2동,CS100002,중식음식점,2,2,0,0,0,5042802.5,2564554,0.0,1.0,0.7798626973735004,2521401.25,전망 좋음
3773,11710520,풍납2동,CS100003,일식음식점,5,5,0,1,0,5042802.5,2564554,0.2,1.0,1.9496567434337513,1008560.5,전망 좋음
3774,11710520,풍납2동,CS100004,양식음식점,4,5,1,0,0,5042802.5,2564554,0.0,1.0,1.559725394747001,1260700.625,전망 좋음
3775,11710520,풍납2동,CS100005,제과점,6,7,1,1,3,5042802.5,2564554,-0.3333333333333333,1.0,2.3395880921205015,840467.0833333334,주의
3776,11710520,풍납2동,CS100006,패스트푸드점,2,6,4,0,1,5042802.5,2564554,-0.5,1.0,0.7798626973735004,2521401.25,주의
3777,11710520,풍납2동,CS100007,치킨전문점,3,12,9,1,1,5042802.5,2564554,0.0,1.0,1.1697940460602507,1680934.1666666667,전망 좋음
3778,11710520,풍납2동,CS100008,분식전문점,10,14,4,0,2,5042802.5,2564554,-0.2,1.0,3.8993134868675026,504280.25,주의
3779,11710520,풍납2동,CS100009,호프-간이주점,7,10,3,0,0,5042802.5,2564554,0.0,1.0,2.729519440807252,720400.3571428572,전망 좋음
3780,11710520,풍납2동,CS100010,커피-음료,28,34,6,5,3,5042802.5,2564554,0.07142857142857142,0.9999999999999999,10.918077763229007,180100.0892857143,보통
3781,11710531,거여1동,CS100001,한식음식점,59,63,4,9,6,3425093.5,522308,0.05084745762711865,1.0,112.9601690956294,58052.43220338983,보통
3782,11710531,거여1동,CS100002,중식음식점,3,5,2,2,1,3425093.5,522308,0.3333333333333333,0.9999999999999999,5.743737411642173,1141697.8333333333,전망 좋음
3783,11710531,거여1동,CS100003,일식음식점,3,3,0,1,0,3425093.5,522308,0.3333333333333333,1.0,5.743737411642173,1141697.8333333333,전망 좋음
3784,11710531,거여1동,CS100004,양식음식점,5,5,0,0,0,3425093.5,522308,0.0,1.0,9.572895686070288,685018.7,전망 좋음
3785,11710531,거여1동,CS100005,제과점,3,3,0,0,1,3425093.5,522308,-0.3333333333333333,1.0,5.743737411642173,1141697.8333333333,주의
3786,11710531,거여1동,CS100006,패스트푸드점,2,9,7,0,1,3425093.5,522308,-0.5,1.0,3.8291582744281154,1712546.75,주의
3787,11710531,거여1동,CS100007,치킨전문점,2,8,6,0,2,3425093.5,522308,-1.0,1.0,3.8291582744281154,1712546.75,주의
3788,11710531,거여1동,CS100008,분식전문점,7,10,3,2,4,3425093.5,522308,-0.2857142857142857,1.0,13.402053960498403,489299.0714285714,주의
3789,11710531,거여1동,CS100009,호프-간이주점,21,25,4,2,1,3425093.5,522308,0.047619047619047616,1.0,40.20616188149521,163099.69047619047,보통
3790,11710531,거여1동,CS100010,커피-음료,15,17,2,3,3,3425093.5,522308,0.0,0.9999999999999999,28.718687058210865,228339.56666666668,보통
3791,11710532,거여2동,CS100001,한식음식점,57,63,6,8,3,3658578.75,612901,0.08771929824561403,0.9999999999999999,93.00033773806862,64185.59210526316,보통
3792,11710532,거여2동,CS100002,중식음식점,1,1,0,0,0,3658578.75,612901,0.0,1.0,1.6315848725976951,3658578.75,전망 좋음
3793,11710532,거여2동,CS100003,일식음식점,7,9,2,2,0,3658578.75,612901,0.2857142857142857,0.9999999999999999,11.421094108183866,522654.10714285716,보통
3794,11710532,거여2동,CS100004,양식음식점,3,3,0,0,0,3658578.75,612901,0.0,1.0,4.894754617793086,1219526.25,전망 좋음
3795,11710532,거여2동,CS100005,제과점,5,10,5,2,1,3658578.75,612901,0.2,1.0,8.157924362988476,731715.75,전망 좋음
3796,11710532,거여2동,CS100006,패스트푸드점,3,10,7,5,2,3658578.75,612901,1.0,1.0,4.894754617793086,1219526.25,전망 좋음
3797,11710532,거여2동,CS100007,치킨전문점,2,8,6,1,2,3658578.75,612901,-0.5,1.0,3.2631697451953903,1829289.375,주의
3798,11710532,거여2동,CS100008,분식전문점,8,14,6,2,4,3658578.75,612901,-0.25,1.0,13.052678980781561,457322.34375,주의
3799,11710532,거여2동,CS100009,호프-간이주점,16,20,4,0,2,3658578.75,612901,-0.125,1.0,26.105357961563122,228661.171875,주의
3800,11710532,거여2동,CS100010,커피-음료,9,21,12,8,6,3658578.75,612901,0.2222222222222222,0.9999999999999998,14.684263853379257,406508.75,보통
3801,11710540,마천1동,CS100001,한식음식점,68,73,5,7,13,3491611.5,575258,-0.08823529411764706,0.9999999999999999,118.20783022574219,51347.22794117647,주의
3802,11710540,마천1동,CS100002,중식음식점,1,3,2,0,0,3491611.5,575258,0.0,1.0,1.7383504444962086,3491611.5,전망 좋음
3803,11710540,마천1동,CS100003,일식음식점,1,3,2,2,1,3491611.5,575258,1.0,1.0,1.7383504444962086,3491611.5,전망 좋음
3804,11710540,마천1동,CS100004,양식음식점,4,4,0,0,1,3491611.5,575258,-0.25,1.0,6.953401777984834,872902.875,주의
3805,11710540,마천1동,CS100005,제과점,5,5,0,1,0,3491611.5,575258,0.2,1.0,8.691752222481043,698322.3,전망 좋음
3806,11710540,마천1동,CS100006,패스트푸드점,0,5,5,0,0,3491611.5,575258,0.0,0.0,0.0,inf,전망 좋음
3807,11710540,마천1동,CS100007,치킨전문점,2,6,4,0,1,3491611.5,575258,-0.5,1.0,3.476700888992417,1745805.75,주의
3808,11710540,마천1동,CS100008,분식전문점,15,17,2,1,0,3491611.5,575258,0.06666666666666667,0.9999999999999999,26.075256667443128,232774.1,보통
3809,11710540,마천1동,CS100009,호프-간이주점,24,26,2,1,7,3491611.5,575258,-0.25,1.0,41.72041066790901,145483.8125,주의
3810,11710540,마천1동,CS100010,커피-음료,9,12,3,1,0,3491611.5,575258,0.1111111111111111,1.0,15.645154000465876,387956.8333333333,보통
3811,11710550,마천2동,CS100001,한식음식점,96,108,12,18,16,5071106.75,890688,0.020833333333333332,1.0,107.78184953653805,52824.028645833336,보통
3812,11710550,마천2동,CS100002,중식음식점,10,10,0,1,0,5071106.75,890688,0.1,1.0,11.22727599338938,507110.675,보통
3813,11710550,마천2동,CS100003,일식음식점,6,7,1,3,1,5071106.75,890688,0.3333333333333333,1.0,6.736365596033628,845184.4583333334,전망 좋음
3814,11710550,마천2동,CS100004,양식음식점,3,3,0,1,4,5071106.75,890688,-1.0,1.0,3.368182798016814,1690368.9166666667,주의
3815,11710550,마천2동,CS100005,제과점,4,7,3,1,2,5071106.75,890688,-0.25,1.0,4.490910397355751,1267776.6875,주의
3816,11710550,마천2동,CS100006,패스트푸드점,1,5,4,1,2,5071106.75,890688,-1.0,1.0,1.1227275993389378,5071106.75,주의
3817,11710550,마천2동,CS100007,치킨전문점,10,16,6,0,0,5071106.75,890688,0.0,1.0,11.22727599338938,507110.675,보통
3818,11710550,마천2동,CS100008,분식전문점,21,29,8,2,6,5071106.75,890688,-0.19047619047619047,1.0,23.577279586117697,241481.27380952382,주의
3819,11710550,마천2동,CS100009,호프-간이주점,23,26,3,2,5,5071106.75,890688,-0.13043478260869565,0.9999999999999999,25.82273478479557,220482.90217391305,주의
3820,11710550,마천2동,CS100010,커피-음료,23,28,5,7,5,5071106.75,890688,0.08695652173913043,1.0,25.82273478479557,220482.90217391305,보통
3821,11710561,방이1동,CS100001,한식음식점,109,118,9,20,21,3639426.5,609259,-0.009174311926605505,0.9999999999999999,178.9058512061373,33389.233944954125,주의
3822,11710561,방이1동,CS100002,중식음식점,7,13,6,1,1,3639426.5,609259,0.0,1.0,11.489366591219826,519918.0714285714,보통
3823,11710561,방이1동,CS100003,일식음식점,10,13,3,2,3,3639426.5,609259,-0.1,1.0,16.41338084459975,363942.65,주의
3824,11710561,방이1동,CS100004,양식음식점,19,20,1,2,3,3639426.5,609259,-0.05263157894736842,0.9999999999999999,31.18542360473953,191548.76315789475,주의
3825,11710561,방이1동,CS100005,제과점,10,16,6,3,2,3639426.5,609259,0.1,1.0,16.41338084459975,363942.65,보통
3826,11710561,방이1동,CS100006,패스트푸드점,11,20,9,9,2,3639426.5,609259,0.6363636363636364,1.0000000000000002,18.054718929059728,330856.95454545453,보통
3827,11710561,방이1동,CS100007,치킨전문점,7,12,5,1,1,3639426.5,609259,0.0,1.0000000000000002,11.489366591219826,519918.0714285714,보통
3828,11710561,방이1동,CS100008,분식전문점,11,17,6,9,6,3639426.5,609259,0.2727272727272727,1.0,18.054718929059728,330856.95454545453,보통
3829,11710561,방이1동,CS100009,호프-간이주점,24,27,3,2,4,3639426.5,609259,-0.08333333333333333,1.0,39.392114027039405,151642.77083333334,주의
3830,11710561,방이1동,CS100010,커피-음료,57,67,10,9,13,3639426.5,609259,-0.07017543859649122,1.0,93.55627081421858,63849.587719298244,주의
3831,11710562,방이2동,CS100001,한식음식점,290,342,52,79,66,6360380.5,769841,0.04482758620689655,0.9999999999999999,376.70116296741793,21932.34655172414,보통
3832,11710562,방이2동,CS100002,중식음식점,21,26,5,2,3,6360380.5,769841,-0.047619047619047616,1.0,27.278360076950953,302875.2619047619,주의
3833,11710562,방이2동,CS100003,일식음식점,60,71,11,22,5,6360380.5,769841,0.2833333333333333,1.0,77.9381716484313,106006.34166666666,보통
3834,11710562,방이2동,CS100004,양식음식점,38,42,4,8,10,6360380.5,769841,-0.05263157894736842,0.9999999999999999,49.36084204400649,167378.43421052632,주의
3835,11710562,방이2동,CS100005,제과점,18,23,5,2,3,6360380.5,769841,-0.05555555555555555,1.0,23.38145149452939,353354.47222222225,주의
3836,11710562,방이2동,CS100006,패스트푸드점,15,32,17,5,3,6360380.5,769841,0.13333333333333333,1.0,19.484542912107823,424025.36666666664,보통
3837,11710562,방이2동,CS100007,치킨전문점,10,23,13,0,5,6360380.5,769841,-0.5,0.9999999999999999,12.98969527473855,636038.05,주의
3838,11710562,방이2동,CS100008,분식전문점,35,47,12,7,7,6360380.5,769841,0.0,1.0,45.46393346158492,181725.15714285715,보통
3839,11710562,방이2동,CS100009,호프-간이주점,138,156,18,16,28,6360380.5,769841,-0.08695652173913043,0.9999999999999999,179.257794791392,46089.713768115944,주의
3840,11710562,방이2동,CS100010,커피-음료,57,86,29,20,22,6360380.5,769841,-0.03508771929824561,1.0,74.04126306600973,111585.62280701754,주의
3841,11710566,오륜동,CS100001,한식음식점,15,17,2,2,3,677548.5,3085088,-0.06666666666666667,0.9999999999999999,4.862097936914604,45169.9,주의
3842,11710566,오륜동,CS100002,중식음식점,2,2,0,0,0,677548.5,3085088,0.0,1.0,0.6482797249219472,338774.25,보통
3843,11710566,오륜동,CS100003,일식음식점,5,5,0,2,1,677548.5,3085088,0.2,1.0,1.6206993123048679,135509.7,보통
3844,11710566,오륜동,CS100004,양식음식점,6,7,1,0,1,677548.5,3085088,-0.16666666666666666,1.0,1.9448391747658416,112924.75,주의
3845,11710566,오륜동,CS100005,제과점,2,7,5,0,0,677548.5,3085088,0.0,1.0,0.6482797249219472,338774.25,보통
3846,11710566,오륜동,CS100006,패스트푸드점,1,5,4,2,0,677548.5,3085088,2.0,1.0,0.3241398624609736,677548.5,전망 좋음
3847,11710566,오륜동,CS100007,치킨전문점,1,7,6,2,1,677548.5,3085088,1.0,1.0,0.3241398624609736,677548.5,전망 좋음
3848,11710566,오륜동,CS100008,분식전문점,6,8,2,0,1,677548.5,3085088,-0.16666666666666666,1.0,1.9448391747658416,112924.75,주의
3849,11710566,오륜동,CS100010,커피-음료,9,21,12,2,0,677548.5,3085088,0.2222222222222222,0.9999999999999998,2.9172587621487622,75283.16666666667,보통
3850,11710570,오금동,CS100001,한식음식점,137,147,10,21,18,9794093.5,1648868,0.021897810218978103,1.0,83.08730595778437,71489.73357664233,보통
3851,11710570,오금동,CS100002,중식음식점,11,11,0,0,1,9794093.5,1648868,-0.09090909090909091,1.0,6.671243544055679,890372.1363636364,주의
3852,11710570,오금동,CS100003,일식음식점,11,11,0,3,3,9794093.5,1648868,0.0,1.0,6.671243544055679,890372.1363636364,전망 좋음
3853,11710570,오금동,CS100004,양식음식점,7,10,3,1,1,9794093.5,1648868,0.0,1.0,4.245336800762705,1399156.2142857143,전망 좋음
3854,11710570,오금동,CS100005,제과점,19,26,7,1,5,9794093.5,1648868,-0.21052631578947367,1.0,11.523057030641628,515478.6052631579,주의
3855,11710570,오금동,CS100006,패스트푸드점,5,15,10,0,0,9794093.5,1648868,0.0,1.0,3.032383429116218,1958818.7,전망 좋음
3856,11710570,오금동,CS100007,치킨전문점,5,14,9,3,5,9794093.5,1648868,-0.4,1.0,3.032383429116218,1958818.7,주의
3857,11710570,오금동,CS100008,분식전문점,17,21,4,9,3,9794093.5,1648868,0.35294117647058826,1.0,10.310103658995141,576123.1470588235,전망 좋음
3858,11710570,오금동,CS100009,호프-간이주점,30,34,4,2,4,9794093.5,1648868,-0.06666666666666667,0.9999999999999999,18.19430057469731,326469.7833333333,주의
3859,11710570,오금동,CS100010,커피-음료,80,92,12,17,17,9794093.5,1648868,0.0,0.9999999999999999,48.51813486585949,122426.16875,보통
3860,11710580,송파1동,CS100001,한식음식점,138,157,19,28,17,6162208.25,686925,0.07971014492753623,1.0,200.89529424609674,44653.682971014496,보통
3861,11710580,송파1동,CS100002,중식음식점,13,15,2,2,5,6162208.25,686925,-0.23076923076923078,1.0,18.924919023183026,474016.01923076925,주의
3862,11710580,송파1동,CS100003,일식음식점,41,49,8,12,8,6162208.25,686925,0.0975609756097561,1.0,59.686283073115696,150297.76219512196,보통
3863,11710580,송파1동,CS100004,양식음식점,82,87,5,14,14,6162208.25,686925,0.0,1.0,119.37256614623139,75148.88109756098,보통
3864,11710580,송파1동,CS100005,제과점,46,50,4,11,7,6162208.25,686925,0.08695652173913043,1.0,66.96509808203224,133961.0489130435,보통
3865,11710580,송파1동,CS100006,패스트푸드점,17,28,11,4,7,6162208.25,686925,-0.17647058823529413,0.9999999999999999,24.747971030316265,362482.8382352941,주의
3866,11710580,송파1동,CS100007,치킨전문점,7,13,6,1,6,6162208.25,686925,-0.7142857142857143,1.0,10.190341012483168,880315.4642857143,주의
3867,11710580,송파1동,CS100008,분식전문점,27,34,7,12,9,6162208.25,686925,0.1111111111111111,1.0,39.30560104814936,228229.9351851852,보통
3868,11710580,송파1동,CS100009,호프-간이주점,58,62,4,7,11,6162208.25,686925,-0.06896551724137931,0.9999999999999999,84.43425410343195,106244.9698275862,주의
3869,11710580,송파1동,CS100010,커피-음료,147,167,20,25,30,6162208.25,686925,-0.034013605442176874,1.0,213.99716126214653,41919.784013605444,주의
3870,11710590,송파2동,CS100001,한식음식점,42,51,9,13,7,3161324.5,631023,0.14285714285714285,0.9999999999999999,66.55858819726063,75269.63095238095,보통
